iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,30.42421003464823,0.0,60000.0,42.35422648563977,10.552644688709302,100.0,6,-60800.18534452712,-6726.944662848313
1,31.01293461252082,0.0,60000.0,824.2906657043746,10.261773006116178,100.0,6,-61551.69611983072,-6144.69888078409
1,31.543676415061427,0.0,60000.0,1529.2151258361414,9.999548925570139,100.0,6,-62231.80827265503,-5610.838668930097
1,32.08032789356433,0.0,60000.0,2241.9887418424387,9.734405046097168,100.0,6,-62921.87449935309,-5062.586223171671
1,32.581436478623395,0.0,60000.0,2907.5547422954137,9.486821876009888,100.0,6,-63568.27492886301,-4543.147217761281
1,33.068323248482564,0.0,60000.0,3554.2315100670844,9.246265290971383,100.0,6,-64198.10202918902,-4031.6759140787944
1,33.57282351135611,0.0,60000.0,4224.302293525417,8.997006391570613,100.0,6,-64852.43911641641,-3494.829343472509
1,25.595565957280574,0.0,60000.0,4868.353465668554,9.227680601580088,100.0,13,-65459.667763172154,-2989.639620275495
1,26.265091400978502,0.0,60000.0,5421.042762213738,9.028721608263382,100.0,13,-66002.32343987704,-2536.303759777238
1,36.37757079646885,0.0,60000.0,6018.924278717881,8.755899984328515,100.0,12,-66612.01174168594,-2024.636377530056
1,36.74754031960617,0.0,60000.0,6580.441956102881,8.503267008092774,100.0,12,-67165.05754683555,-1554.7310958151684
1,37.11149836104276,0.0,60000.0,7132.835765084855,8.254738960557003,100.0,12,-67709.9348099758,-1088.2661611087024
1,37.7813148091195,0.0,60000.0,7667.061443167744,8.098428495413838,100.0,4,-68237.53223979662,-633.3589920449049
1,38.12059274339351,0.0,60000.0,8200.133905947503,7.840577101265547,100.0,4,-68764.80885877676,-175.59325841692407
1,38.44615507489234,0.0,60000.0,8711.656455186556,7.593149571860276,100.0,4,-69271.29293093889,267.0031594397624
1,37.07995823571814,0.0,60000.0,9234.273057571023,7.107997971829848,100.0,21,-69787.61828534736,721.1053132883899
1,37.49174161536148,0.0,60000.0,9766.355980228793,6.915351943509551,100.0,21,-70314.943869135,1187.717136059313
1,37.882990972784256,0.0,60000.0,10271.906014243752,6.732312417106981,100.0,21,-70816.30550047885,1634.0255813292242
1,38.20205342971421,0.0,60000.0,10684.180265673473,6.583044335508085,100.0,21,-71225.36234536573,2000.056666518296
1,40.82263629851143,0.0,60000.0,11231.617365599783,5.809435208325297,100.0,21,-71778.57670918653,2497.7728062469687
